tabla,atributo,tipo_dato,descripcion,nulos,no_nulos,valores_distintos,ejemplo_valor,comparable_2022_2024
resumen_matricula_2023,MAT_HOM_6,int64,Metrica de matricula en subcategoria especifica del dataset.,0,16659,187,0,1
resumen_matricula_2023,MAT_HOM_7,int64,Metrica de matricula en subcategoria especifica del dataset.,0,16659,339,376,1
resumen_matricula_2023,MAT_HOM_8,int64,Metrica de matricula en subcategoria especifica del dataset.,0,16659,54,97,1
resumen_matricula_2023,MAT_HOM_TOT,int64,Metrica de matricula en subcategoria especifica del dataset.,0,16659,897,473,1
resumen_matricula_2023,MAT_MUJ_1,int64,Metrica de matricula en subcategoria especifica del dataset.,0,16659,172,0,1
resumen_matricula_2023,MAT_MUJ_2,int64,Metrica de matricula en subcategoria especifica del dataset.,0,16659,610,0,1
resumen_matricula_2023,MAT_MUJ_3,int64,Metrica de matricula en subcategoria especifica del dataset.,0,16659,64,0,1
resumen_matricula_2023,MAT_MUJ_4,int64,Metrica de matricula en subcategoria especifica del dataset.,0,16659,123,0,1
resumen_matricula_2023,MAT_MUJ_5,int64,Metrica de matricula en subcategoria especifica del dataset.,0,16659,423,0,1
resumen_matricula_2023,MAT_MUJ_6,int64,Metrica de matricula en subcategoria especifica del dataset.,0,16659,178,0,1
resumen_matricula_2023,MAT_MUJ_7,int64,Metrica de matricula en subcategoria especifica del dataset.,0,16659,301,218,1
resumen_matricula_2023,MAT_MUJ_8,int64,Metrica de matricula en subcategoria especifica del dataset.,0,16659,50,96,1
resumen_matricula_2023,MAT_MUJ_TOT,int64,Metrica de matricula en subcategoria especifica del dataset.,0,16659,912,314,1
resumen_matricula_2023,MAT_SI_1,int64,Metrica de matricula en subcategoria especifica del dataset.,0,16659,2,0,1
resumen_matricula_2023,MAT_SI_2,int64,Metrica de matricula en subcategoria especifica del dataset.,0,16659,2,0,1
resumen_matricula_2023,MAT_SI_3,int64,Metrica de matricula en subcategoria especifica del dataset.,0,16659,2,0,0
resumen_matricula_2023,MAT_SI_4,int64,Metrica de matricula en subcategoria especifica del dataset.,0,16659,2,0,1
resumen_matricula_2023,MAT_SI_5,int64,Metrica de matricula en subcategoria especifica del dataset.,0,16659,2,0,1
resumen_matricula_2023,MAT_SI_TOT,int64,Metrica de matricula en subcategoria especifica del dataset.,0,16659,2,0,1
resumen_matricula_2023,MAT_TOTAL,int64,Matricula total de estudiantes del establecimiento.,0,16659,1478,787,1
resumen_matricula_2023,NOM_COM_RBD,string,Nombre de comuna del establecimiento.,0,16659,346,ARICA,1
resumen_matricula_2023,NOM_DEPROV_RBD,string,Nombre del departamento provincial de educacion.,0,16659,42,ARICA,1
resumen_matricula_2023,NOM_RBD,string,Nombre del establecimiento educacional.,0,16659,15257,LICEO POLITECNICO ARICA,1
resumen_matricula_2023,NOM_REG_RBD_A,string,Nombre/abreviatura de region del establecimiento.,0,16659,16,AYP,1
resumen_matricula_2023,RBD,int64,Rol Base de Datos del establecimiento educacional.,0,16659,16659,1,1
resumen_matricula_2023,RURAL_RBD,string,Indicador de ruralidad del establecimiento.,0,16659,2,0,1
